         3339922 function calls (3289371 primitive calls) in 34.692 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:183(SelectionMixin)
        4    0.000    0.000    0.000    0.000 base.py:1852(set_names)
        4    0.000    0.000    0.000    0.000 base.py:1963(rename)
        1    0.000    0.000    0.000    0.000 base.py:21(ResourceMeta)
      200    0.000    0.000    0.011    0.000 base.py:210(interleaved_dtype)
        1    0.000    0.000    0.000    0.000 base.py:214(_maybe_return_indexers)
        2    0.000    0.000    0.000    0.000 base.py:2281(_can_hold_na)
       44    0.000    0.000    0.000    0.000 base.py:229(construct_from_string)
       22    0.000    0.000    0.001    0.000 base.py:2381(is_unique)
       52    0.000    0.000    0.000    0.000 base.py:241(disallow_kwargs)
        2    0.000    0.000    0.000    0.000 base.py:2421(is_boolean)
        4    0.000    0.000    0.000    0.000 base.py:2581(is_object)
        1    0.000    0.000    0.000    0.000 base.py:274(IndexOpsMixin)
        2    0.000    0.000    0.000    0.000 base.py:2745(inferred_type)
       26    0.000    0.000    0.000    0.000 base.py:2752(_is_all_dates)
        1    0.000    0.000    0.001    0.001 base.py:277(Index)
       49    0.000    0.000    0.000    0.000 base.py:2783(_is_multi)
        7    0.000    0.000    0.000    0.000 base.py:2801(_na_value)
        1    0.000    0.000    0.000    0.000 base.py:2811(_isnan)
        1    0.000    0.000    0.000    0.000 base.py:2824(hasnans)
      468    0.000    0.000    0.001    0.000 base.py:286(is_dtype)
        8    0.000    0.000    0.000    0.000 base.py:313(shape)
     1378    0.000    0.000    0.000    0.000 base.py:324(ndim)
        3    0.000    0.000    0.000    0.000 base.py:340(_is_boolean)
        1    0.000    0.000    0.000    0.000 base.py:36(DataManager)
      253    0.001    0.000    0.001    0.000 base.py:3754(get_loc)
        1    0.000    0.000    0.000    0.000 base.py:3888(get_indexer)
        1    0.000    0.000    0.000    0.000 base.py:39(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 base.py:394(StorageExtensionDtype)
        1    0.000    0.000    0.000    0.000 base.py:3975(_get_indexer)
        1    0.000    0.000    0.000    0.000 base.py:4020(_check_indexing_method)
       23    0.000    0.000    0.000    0.000 base.py:413(_engine_type)
        8    0.000    0.000    0.000    0.000 base.py:4205(_validate_positional_slice)
       18    0.000    0.000    0.000    0.000 base.py:423(register_extension_dtype)
    95/53    0.001    0.000    0.006    0.000 base.py:430(__new__)
        1    0.000    0.000    0.000    0.000 base.py:446(Registry)
      242    0.000    0.000    0.001    0.000 base.py:46(__len__)
        1    0.000    0.000    0.000    0.000 base.py:462(__init__)
       21    0.000    0.000    0.001    0.000 base.py:464(__init_subclass__)
       18    0.000    0.000    0.000    0.000 base.py:465(register)
       36    0.000    0.000    0.000    0.000 base.py:494(find)
        1    0.000    0.000    0.000    0.000 base.py:5(<module>)
     1015    0.000    0.000    0.000    0.000 base.py:5090(_values)
       24    0.000    0.000    0.000    0.000 base.py:5116(_get_engine_target)
        8    0.000    0.000    0.000    0.000 base.py:5204(_validate_fill_value)
      866    0.003    0.000    0.003    0.000 base.py:5254(__contains__)
      480    0.001    0.000    0.001    0.000 base.py:5304(__getitem__)
        4    0.000    0.000    0.000    0.000 base.py:5363(_can_hold_identifiers_and_holds_name)
        4    0.000    0.000    0.000    0.000 base.py:5377(append)
      228    0.001    0.000    0.001    0.000 base.py:54(shape)
        4    0.000    0.000    0.000    0.000 base.py:5402(<setcomp>)
      222    0.001    0.000    0.004    0.000 base.py:5464(equals)
       30    0.000    0.000    0.000    0.000 base.py:555(<genexpr>)
       13    0.000    0.000    0.000    0.000 base.py:5551(identical)
       26    0.000    0.000    0.000    0.000 base.py:5564(<genexpr>)
      684    0.000    0.000    0.001    0.000 base.py:56(<genexpr>)
       52    0.000    0.000    0.000    0.000 base.py:574(_ensure_array)
     1469    0.001    0.000    0.003    0.000 base.py:58(_validate_set_axis)
       53    0.000    0.000    0.000    0.000 base.py:588(_dtype_to_subclass)
      214    0.000    0.000    0.001    0.000 base.py:5934(_get_values_for_loc)
        1    0.000    0.000    0.000    0.000 base.py:6032(get_indexer_for)
        2    0.000    0.000    0.000    0.000 base.py:6193(_index_as_unique)
        1    0.000    0.000    0.000    0.000 base.py:6205(_maybe_promote)
        1    0.000    0.000    0.000    0.000 base.py:6285(_should_compare)
        1    0.000    0.000    0.000    0.000 base.py:6303(_is_comparable_dtype)
        1    0.000    0.000    0.000    0.000 base.py:6397(_transform_index)
        1    0.000    0.000    0.000    0.000 base.py:6416(<listcomp>)
      253    0.000    0.000    0.000    0.000 base.py:6569(_maybe_cast_indexer)
        1    0.000    0.000    0.000    0.000 base.py:6576(_maybe_cast_listlike_indexer)
       24    0.000    0.000    0.000    0.000 base.py:6582(_validate_indexer)
        8    0.000    0.000    0.001    0.000 base.py:6844(insert)
      280    0.001    0.000    0.001    0.000 base.py:690(_simple_new)
       49    0.000    0.000    0.007    0.000 base.py:708(_with_infer)
        1    0.000    0.000    0.000    0.000 base.py:71(ServiceResource)
        1    0.000    0.000    0.000    0.000 base.py:721(tolist)
     2983    0.001    0.000    0.008    0.000 base.py:7277(ensure_index)
        2    0.000    0.000    0.000    0.000 base.py:728(_constructor)
        4    0.000    0.000    0.000    0.000 base.py:7348(trim_front)
       52    0.000    0.000    0.000    0.000 base.py:7362(<genexpr>)
        4    0.000    0.000    0.000    0.000 base.py:7363(<listcomp>)
     1584    0.001    0.000    0.004    0.000 base.py:7372(maybe_extract_name)
       50    0.000    0.000    0.001    0.000 base.py:7396(_maybe_cast_data_without_dtype)
       89    0.000    0.000    0.000    0.000 base.py:742(__iter__)
        1    0.000    0.000    0.000    0.000 base.py:7456(unpack_nested_dtype)
       11    0.000    0.000    0.000    0.000 base.py:821(_view)
        2    0.000    0.000    0.000    0.000 base.py:830(_rename)
      222    0.000    0.000    0.000    0.000 base.py:839(is_)
      307    0.000    0.000    0.000    0.000 base.py:870(_reset_identity)
       23    0.000    0.000    0.000    0.000 base.py:881(_engine)
     1199    0.001    0.000    0.001    0.000 base.py:925(__len__)
      260    0.000    0.000    0.000    0.000 base.py:986(dtype)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
       13    0.000    0.000    0.000    0.000 base_parser.py:1056(_make_date_converter)
       13    0.000    0.000    0.000    0.000 base_parser.py:1148(_process_date_conversion)
       26    0.000    0.000    0.000    0.000 base_parser.py:1283(_is_potential_multi_index)
       52    0.000    0.000    0.000    0.000 base_parser.py:1308(<genexpr>)
       13    0.000    0.000    0.000    0.000 base_parser.py:1312(_validate_parse_dates_arg)
       39    0.000    0.000    0.000    0.000 base_parser.py:1334(is_index_col)
       13    0.000    0.000    0.000    0.000 base_parser.py:165(_validate_parse_dates_presence)
       13    0.000    0.000    0.000    0.000 base_parser.py:209(<setcomp>)
       13    0.000    0.000    0.000    0.000 base_parser.py:221(<listcomp>)
       13    0.000    0.000    0.000    0.000 base_parser.py:229(_has_complex_date_col)
       13    0.000    0.000    0.000    0.000 base_parser.py:258(_extract_multi_indexer_columns)
       13    0.000    0.000    0.000    0.000 base_parser.py:327(_maybe_dedup_names)
       13    0.000    0.000    0.000    0.000 base_parser.py:358(_maybe_make_multi_index_columns)
       13    0.000    0.000    0.000    0.000 base_parser.py:370(_make_index)
       13    0.000    0.000    0.000    0.000 base_parser.py:612(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 base_parser.py:79(ParserBase)
        1    0.000    0.000    0.000    0.000 base_parser.py:80(BadLineHandleMethod)
       13    0.000    0.000    0.000    0.000 base_parser.py:814(_do_date_conversions)
       13    0.000    0.000    0.000    0.000 base_parser.py:834(_check_data_length)
       13    0.000    0.000    0.000    0.000 base_parser.py:88(__init__)
       13    0.000    0.000    0.000    0.000 base_parser.py:924(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 basic.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bdist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdist.py:25(ListCompat)
        1    0.000    0.000    0.000    0.000 bdist.py:35(bdist)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        3    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
        3    0.000    0.000    0.000    0.000 blas.py:325(_get_funcs)
        2    0.000    0.000    0.000    0.000 blas.py:376(_memoize_get_funcs)
        3    0.000    0.000    0.000    0.000 blas.py:383(getter)
        3    0.000    0.000    0.000    0.000 blas.py:410(get_blas_funcs)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blocks.py:123(maybe_split)
        1    0.000    0.000    0.000    0.000 blocks.py:1373(EABackedBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:141(Block)
       66    0.000    0.000    0.000    0.000 blocks.py:160(_consolidate_key)
        1    0.000    0.000    0.000    0.000 blocks.py:1623(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1900(NumpyBlock)
        6    0.000    0.000    0.000    0.000 blocks.py:1920(delete)
        1    0.000    0.000    0.000    0.000 blocks.py:1926(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1931(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:196(external_values)
        1    0.000    0.000    0.000    0.000 blocks.py:1998(DatetimeLikeBlock)
       44    0.000    0.000    0.000    0.000 blocks.py:200(fill_value)
        1    0.000    0.000    0.000    0.000 blocks.py:2009(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2024(ObjectBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2076(CategoricalBlock)
     1686    0.002    0.000    0.004    0.000 blocks.py:2091(maybe_coerce_values)
     1726    0.002    0.000    0.003    0.000 blocks.py:2120(get_block_type)
      477    0.000    0.000    0.000    0.000 blocks.py:213(mgr_locs)
       31    0.000    0.000    0.000    0.000 blocks.py:2161(new_block_2d)
     1648    0.005    0.000    0.014    0.000 blocks.py:2172(new_block)
     1655    0.002    0.000    0.003    0.000 blocks.py:2186(check_ndim)
        7    0.000    0.000    0.000    0.000 blocks.py:2228(extract_pandas_array)
       53    0.000    0.000    0.000    0.000 blocks.py:2250(extend_blocks)
       18    0.000    0.000    0.000    0.000 blocks.py:2266(ensure_block_shape)
      436    0.001    0.000    0.001    0.000 blocks.py:236(make_block_same_class)
        1    0.000    0.000    0.000    0.000 blocks.py:2370(external_values)
        6    0.000    0.000    0.000    0.000 blocks.py:275(__len__)
      717    0.000    0.000    0.000    0.000 blocks.py:500(dtype)
       29    0.000    0.000    0.000    0.000 blocks.py:544(copy)
        7    0.000    0.000    0.000    0.000 blocks.py:823(shape)
     5709    0.001    0.000    0.001    0.000 blocks.py:827(iget)
        8    0.000    0.000    0.000    0.000 blocks.py:836(_slice)
      436    0.001    0.000    0.013    0.000 blocks.py:861(take_nd)
        1    0.000    0.000    0.002    0.002 boolean.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:233(BooleanArray)
        1    0.000    0.000    0.000    0.000 boolean.py:40(BooleanDtype)
        1    0.000    0.000    0.000    0.000 bsr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bucket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bucket.py:19(TokenBucket)
        1    0.000    0.000    0.000    0.000 bucket.py:8(Clock)
        1    0.000    0.000    0.000    0.000 buffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:14(PandasBuffer)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteordercodes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
        1    0.000    0.000    0.002    0.002 cElementTree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
       13    0.000    0.000    0.000    0.000 c_parser_wrapper.py:190(close)
       13    0.000    0.000    0.000    0.000 c_parser_wrapper.py:197(_set_noconvert_columns)
       13    0.000    0.000    0.000    0.000 c_parser_wrapper.py:208(<dictcomp>)
       13    0.000    0.000    0.000    0.000 c_parser_wrapper.py:209(<listcomp>)
       13    0.000    0.000    0.007    0.001 c_parser_wrapper.py:218(read)
       13    0.000    0.000    0.000    0.000 c_parser_wrapper.py:314(<listcomp>)
       13    0.000    0.000    0.000    0.000 c_parser_wrapper.py:318(<dictcomp>)
       13    0.001    0.000    0.003    0.000 c_parser_wrapper.py:351(_concatenate_chunks)
      217    0.000    0.000    0.000    0.000 c_parser_wrapper.py:363(<listcomp>)
      217    0.000    0.000    0.000    0.000 c_parser_wrapper.py:365(<setcomp>)
      217    0.000    0.000    0.001    0.000 c_parser_wrapper.py:367(<setcomp>)
       13    0.000    0.000    0.000    0.000 c_parser_wrapper.py:416(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:45(CParserWrapper)
       13    0.001    0.000    0.002    0.000 c_parser_wrapper.py:49(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        4    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
       52    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
       28    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.007    0.007   34.694   34.694 calibrate_images.py:2(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
       10    0.000    0.000    0.000    0.000 case.py:1330(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1352(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:1410(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:156(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:165(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:207(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:246(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:299(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 case.py:309(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:358(__init__)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        6    0.000    0.000    0.000    0.000 case.py:390(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cast.py:1004(coerce_indexer_dtype)
       35    0.000    0.000    0.000    0.000 cast.py:1178(maybe_infer_to_datetimelike)
        4    0.000    0.000    0.000    0.000 cast.py:120(maybe_convert_platform)
     1614    0.001    0.000    0.001    0.000 cast.py:1422(sanitize_to_nanoseconds)
      200    0.002    0.000    0.011    0.000 cast.py:1589(find_common_type)
      600    0.000    0.000    0.000    0.000 cast.py:1619(<genexpr>)
      400    0.000    0.000    0.000    0.000 cast.py:1628(<genexpr>)
      400    0.000    0.000    0.000    0.000 cast.py:1630(<genexpr>)
      600    0.000    0.000    0.001    0.000 cast.py:1635(<genexpr>)
        4    0.000    0.000    0.000    0.000 cast.py:1673(construct_1d_arraylike_from_scalar)
       46    0.000    0.000    0.000    0.000 cast.py:1763(construct_1d_object_array_from_listlike)
        4    0.000    0.000    0.000    0.000 cast.py:1788(maybe_cast_to_integer_array)
    24500    0.009    0.000    0.013    0.000 cast.py:179(maybe_box_native)
        8    0.000    0.000    0.000    0.000 cast.py:1931(np_can_hold_element)
        1    0.000    0.000    0.000    0.000 cast.py:2100(LossySetitemError)
       35    0.000    0.000    0.000    0.000 cast.py:508(ensure_dtype_can_hold_na)
      453    0.001    0.000    0.001    0.000 cast.py:527(maybe_promote)
        6    0.000    0.000    0.000    0.000 cast.py:566(_maybe_promote_cached)
       38    0.000    0.000    0.000    0.000 cast.py:574(_maybe_promote)
        1    0.000    0.000    0.000    0.000 cast.py:714(_ensure_dtype_type)
        4    0.000    0.000    0.000    0.000 cast.py:756(infer_dtype_from_scalar)
        2    0.000    0.000    0.008    0.004 categorical.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:131(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 categorical.py:2056(_codes)
        1    0.000    0.000    0.001    0.001 categorical.py:255(Categorical)
        1    0.000    0.000    0.000    0.000 categorical.py:2721(CategoricalAccessor)
        1    0.000    0.000    0.001    0.001 categorical.py:2945(factorize_from_iterable)
        1    0.000    0.000    0.001    0.001 categorical.py:2986(factorize_from_iterables)
        2    0.000    0.000    0.001    0.000 categorical.py:3007(<genexpr>)
        1    0.000    0.000    0.001    0.001 categorical.py:368(__init__)
        1    0.000    0.000    0.000    0.000 categorical.py:475(dtype)
        1    0.000    0.000    0.000    0.000 categorical.py:715(categories)
        1    0.000    0.000    0.000    0.000 categorical.py:764(codes)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:55(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:5(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ckdtree.py:5(<module>)
        1    0.000    0.000    0.008    0.008 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1237(ClientMeta)
        3    0.000    0.000    0.094    0.031 client.py:13(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1401(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1459(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1464(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1467(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1470(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1475(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1478(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1481(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1495(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1498(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1501(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1504(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1507(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1514(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1519(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:16(Boto3ClientDocumenter)
        1    0.000    0.000    0.000    0.000 client.py:178(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:180(ClientExceptionsDocumenter)
        1    0.000    0.000    0.000    0.000 client.py:241(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:31(ClientDocumenter)
        1    0.000    0.000    0.000    0.000 client.py:548(ClientEndpointBridge)
        1    0.000    0.000    0.000    0.000 client.py:795(HTTPConnection)
        1    0.000    0.000    0.000    0.000 client.py:80(ClientCreator)
        1    0.000    0.000    0.000    0.000 client.py:821(BaseClient)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:676(instance)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:692(_empty_cell_value)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:540(CloudPickler)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:30(CallableObjectWrapper)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:9(CloudpickledObjectWrapper)
        1    0.000    0.000    0.001    0.001 cmd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:17(Command)
        1    0.000    0.000    0.000    0.000 cobyla.py:5(<module>)
        1    0.000    0.000    0.000    0.000 codata.py:5(<module>)
       29    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       29    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      116    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       39    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
        1    0.000    0.000    0.000    0.000 collection.py:13(<module>)
        1    0.000    0.000    0.000    0.000 collection.py:14(<module>)
        1    0.000    0.000    0.000    0.000 collection.py:25(CollectionDocumenter)
        1    0.000    0.000    0.000    0.000 collection.py:265(CollectionManager)
        1    0.000    0.000    0.000    0.000 collection.py:28(ResourceCollection)
        1    0.000    0.000    0.000    0.000 collection.py:373(CollectionFactory)
        1    0.000    0.000    0.001    0.001 column.py:1(<module>)
        1    0.000    0.000    0.000    0.000 column.py:60(PandasColumn)
        7    0.000    0.000    0.006    0.001 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:1006(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:1042(_IOWrapper)
      800    0.001    0.000    0.001    0.000 common.py:1048(is_numeric_v_string_like)
        1    0.000    0.000    0.000    0.000 common.py:1073(_BytesIOWrapper)
        4    0.000    0.000    0.000    0.000 common.py:1097(is_datetimelike_v_numeric)
       13    0.000    0.000    0.000    0.000 common.py:1102(_maybe_memory_map)
       13    0.000    0.000    0.000    0.000 common.py:112(close)
       26    0.000    0.000    0.000    0.000 common.py:1147(_is_binary_mode)
      131    0.000    0.000    0.000    0.000 common.py:1154(needs_i8_conversion)
       26    0.000    0.000    0.000    0.000 common.py:116(ensure_python_int)
        1    0.000    0.000    0.000    0.000 common.py:1168(_get_binary_io_classes)
        1    0.000    0.000    0.000    0.000 common.py:1204(is_numeric_dtype)
      289    0.000    0.000    0.001    0.000 common.py:1246(is_float_dtype)
     1515    0.002    0.000    0.005    0.000 common.py:1278(is_bool_dtype)
       13    0.000    0.000    0.000    0.000 common.py:136(is_url)
       16    0.000    0.000    0.000    0.000 common.py:1403(is_1d_only_ea_obj)
     1897    0.001    0.000    0.001    0.000 common.py:1420(is_1d_only_ea_dtype)
      801    0.001    0.000    0.001    0.000 common.py:1433(is_extension_array_dtype)
     1664    0.001    0.000    0.001    0.000 common.py:146(classes)
     1664    0.001    0.000    0.001    0.000 common.py:148(<lambda>)
      190    0.000    0.000    0.000    0.000 common.py:1487(is_ea_or_datetimelike_dtype)
       12    0.000    0.000    0.000    0.000 common.py:1500(is_complex_dtype)
      480    0.000    0.000    0.000    0.000 common.py:151(cast_scalar_indexer)
     1718    0.000    0.000    0.000    0.000 common.py:151(classes_and_not_datetimelike)
        7    0.000    0.000    0.000    0.000 common.py:1532(_is_dtype)
     2416    0.001    0.000    0.001    0.000 common.py:1556(get_dtype)
     1718    0.001    0.000    0.001    0.000 common.py:156(<lambda>)
     3382    0.003    0.000    0.006    0.000 common.py:1591(_is_dtype_type)
     1356    0.002    0.000    0.005    0.000 common.py:162(is_object_dtype)
       39    0.000    0.000    0.000    0.000 common.py:164(_expand_user)
     4554    0.002    0.000    0.009    0.000 common.py:1725(validate_all_hashable)
     9108    0.002    0.000    0.004    0.000 common.py:1744(<genexpr>)
      376    0.000    0.000    0.001    0.000 common.py:1751(pandas_dtype)
        4    0.000    0.000    0.000    0.000 common.py:178(not_none)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
       12    0.000    0.000    0.000    0.000 common.py:182(<genexpr>)
       13    0.000    0.000    0.000    0.000 common.py:183(validate_header_arg)
       13    0.000    0.000    0.000    0.000 common.py:192(all_none)
        7    0.000    0.000    0.000    0.000 common.py:192(is_sparse)
       26    0.000    0.000    0.000    0.000 common.py:196(<genexpr>)
        2    0.000    0.000    0.011    0.005 common.py:2(<module>)
       52    0.000    0.000    0.000    0.000 common.py:20(unpack_zerodim_and_defer)
       26    0.000    0.000    0.000    0.000 common.py:224(stringify_path)
       94    0.000    0.000    0.001    0.000 common.py:235(asarray_tuplesafe)
        1    0.000    0.000    0.000    0.000 common.py:25(DTDForbidden)
       13    0.000    0.000    0.000    0.000 common.py:268(is_fsspec_url)
       13    0.000    0.000    0.001    0.000 common.py:280(_get_filepath_or_buffer)
       13    0.000    0.000    0.000    0.000 common.py:303(maybe_iterable_to_list)
       70    0.000    0.000    0.000    0.000 common.py:313(is_null_slice)
      222    0.000    0.000    0.000    0.000 common.py:319(is_datetime64_dtype)
       52    0.000    0.000    0.000    0.000 common.py:33(wrapper)
       24    0.000    0.000    0.000    0.000 common.py:352(is_datetime64tz_dtype)
     1612    0.001    0.000    0.001    0.000 common.py:362(apply_if_callable)
        1    0.000    0.000    0.000    0.000 common.py:379(standardize_mapping)
        1    0.000    0.000    0.000    0.000 common.py:39(EntitiesForbidden)
       52    0.000    0.000    0.000    0.000 common.py:39(_unpack_zerodim_and_defer)
      217    0.000    0.000    0.000    0.000 common.py:393(is_timedelta64_dtype)
        2    0.000    0.000    0.000    0.000 common.py:422(<listcomp>)
       15    0.000    0.000    0.000    0.000 common.py:427(is_period_dtype)
        1    0.000    0.000    0.000    0.000 common.py:463(is_interval_dtype)
       13    0.000    0.000    0.000    0.000 common.py:494(get_compression_method)
      448    0.000    0.000    0.002    0.000 common.py:501(is_categorical_dtype)
        1    0.000    0.000    0.000    0.000 common.py:516(get_rename_function)
       70    0.000    0.000    0.000    0.000 common.py:522(f)
       13    0.000    0.000    0.000    0.000 common.py:529(infer_compression)
        1    0.000    0.000    0.000    0.000 common.py:531(convert_to_list_like)
       15    0.000    0.000    0.000    0.000 common.py:537(is_string_or_object_np_dtype)
        7    0.000    0.000    0.000    0.000 common.py:544(is_string_dtype)
